Date,"Pran Number","CHO Name","CHO Reg No","CBO Reg No","Nodal Officer Id",account_opening_charges,IGST,CGST,SGST,POP,"POP IGST","POP CGST","POP SGST","Payment Gateway Charges Amount(in ₹)","Payment Gateway Charges Tax(in ₹)","Net Amount","CHO Name/Retail",total_contribution_amount,contribution_month,contribution_year,"Billing Type","Approval Status",Type,"Cra Transaction ID","Receipts No.","GST No","GST Invoice No","account opening","approval status","Total Approval Amount","Total Rejected Amount","Rejected Count","Registration Charges","Contribution Fees","Maximum Fees","Minimum Fees","Date of Transfer",State
25/04/2025,"	400061100269",Corp_1,1000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,40.00,7.20,2.70,2.70,,,8000.00,Corp_1,8000.00,0,2025,B2B,Approved,KFINTECH,CRA_TID_1745568773,,BJKBHHJbh4564654,,,A,46970.13,0,0,,0.50%,,,,"Andhra Pradesh"
25/04/2025,"	400070560576",Corp_1,1000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,80.00,14.40,2.70,2.70,,,16000.00,Corp_1,16000.00,0,2025,B2B,Approved,KFINTECH,CRA_TID_1745568773,,BJKBHHJbh4564654,,,A,46970.13,0,0,,0.50%,,,,"Andhra Pradesh"
25/04/2025,"	400071192636",Corp_1,1000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,30.00,5.40,2.70,2.70,,,400.00,Corp_1,400.00,0,2025,B2B,Approved,KFINTECH,CRA_TID_1745568773,,BJKBHHJbh4564654,,,A,46970.13,0,0,,0.50%,,,,"Andhra Pradesh"
25/04/2025,"	900020110824",corp_6,6000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,0.00,0.00,2.70,2.70,,,7100.00,corp_6,7100.00,0,2025,-,Approved,CAMS,CRA_TID_1745568754,,,,,A,41100,0,0,,0.50%,,,,Mizoram
25/04/2025,"	901000086017",corp_6,6000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,0.00,0.00,2.70,2.70,,,10000.00,corp_6,10000.00,0,2025,-,Approved,CAMS,CRA_TID_1745568754,,,,,A,41100,0,0,,0.50%,,,,Mizoram
25/04/2025,"	900080112987",corp_6,6000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,0.00,0.00,2.70,2.70,,,10000.00,corp_6,10000.00,0,2025,-,Approved,CAMS,CRA_TID_1745568754,,,,,A,41100,0,0,,0.50%,,,,Mizoram
25/04/2025,"	900070101805",corp_6,6000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,0.00,0.00,2.70,2.70,,,8000.00,corp_6,8000.00,0,2025,-,Approved,CAMS,CRA_TID_1745568754,,,,,A,41100,0,0,,0.50%,,,,Mizoram
25/04/2025,"	901000065586",corp_6,6000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,0.00,0.00,2.70,2.70,,,30000.00,corp_6,30000.00,0,2025,-,Approved,CAMS,CRA_TID_1745568754,,,,,A,41100,0,0,,0.50%,,,,Mizoram
25/04/2025,"	900090100622",corp_6,6000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,0.00,0.00,2.70,2.70,,,15000.00,corp_6,15000.00,0,2025,-,Approved,CAMS,CRA_TID_1745568754,,,,,A,41100,0,0,,0.50%,,,,Mizoram
25/04/2025,"	900060071066",corp_5,5000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,20.00,3.60,2.70,2.70,,,15000.00,corp_5,15000.00,0,2025,-,Approved,CAMS,CRA_TID_1745568730,,,,,A,49934.8,0,0,,0.50%,,,,Assam
25/04/2025,"	900000073985",corp_5,5000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,20.00,3.60,2.70,2.70,,,7100.00,corp_5,7100.00,0,2025,-,Approved,CAMS,CRA_TID_1745568730,,,,,A,49934.8,0,0,,0.50%,,,,Assam
25/04/2025,"	900000071718",corp_5,5000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,20.00,3.60,2.70,2.70,,,13000.00,corp_5,13000.00,0,2025,-,Approved,CAMS,CRA_TID_1745568730,,,,,A,49934.8,0,0,,0.50%,,,,Assam
25/04/2025,"	900000046575",corp_5,5000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,20.00,3.60,2.70,2.70,,,11000.00,corp_5,11000.00,0,2025,-,Approved,CAMS,CRA_TID_1745568730,,,,,A,49934.8,0,0,,0.50%,,,,Assam
25/04/2025,"	900020085651",corp_5,5000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,20.00,3.60,2.70,2.70,,,8000.00,corp_5,8000.00,0,2025,-,Approved,CAMS,CRA_TID_1745568730,,,,,A,49934.8,0,0,,0.50%,,,,Assam
25/04/2025,"	900050054292",corp_5,5000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,20.00,3.60,2.70,2.70,,,30000.00,corp_5,30000.00,0,2025,-,Approved,CAMS,CRA_TID_1745568730,,,,,A,49934.8,0,0,,0.50%,,,,Assam
25/04/2025,"	110232288571",corp_4,4000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,2.20,0.40,2.70,2.70,,,1100.00,corp_4,1100.00,0,2025,-,Approved,NSDL,CRA_TID_1745568706,,,,,F,39829.44,498.82,1,,0.50%,,,,Chhattisgarh
25/04/2025,"	110051175897",corp_4,4000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,17.80,3.20,2.70,2.70,,,8900.00,corp_4,8900.00,0,2025,-,Approved,NSDL,CRA_TID_1745568706,,,,,A,39829.44,498.82,1,,0.50%,,,,Chhattisgarh
25/04/2025,"	111202089992",corp_4,4000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,20.00,3.60,2.70,2.70,,,10000.00,corp_4,10000.00,0,2025,-,Approved,NSDL,CRA_TID_1745568706,,,,,A,39829.44,498.82,1,,0.50%,,,,Chhattisgarh
25/04/2025,"	110187074637",corp_4,4000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,16.00,2.88,2.70,2.70,,,8000.00,corp_4,8000.00,0,2025,-,Approved,NSDL,CRA_TID_1745568706,,,,,A,39829.44,498.82,1,,0.50%,,,,Chhattisgarh
25/04/2025,"	110075431334",corp_4,4000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,20.00,3.60,2.70,2.70,,,30000.00,corp_4,30000.00,0,2025,-,Approved,NSDL,CRA_TID_1745568706,,,,,A,39829.44,498.82,1,,0.50%,,,,Chhattisgarh
25/04/2025,"	110148466174",corp_4,4000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,20.00,3.60,2.70,2.70,,,15000.00,corp_4,15000.00,0,2025,-,Approved,NSDL,CRA_TID_1745568706,,,,,A,39829.44,498.82,1,,0.50%,,,,Chhattisgarh
25/04/2025,"	400060026566",corp_2,2000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,30.00,5.40,2.70,2.70,,,14500.00,corp_2,14500.00,0,2025,-,Approved,KFINTECH,CRA_TID_1745567144,,,,,F,47231.2,7464.6,1,,0.50%,,,,"Arunachal Pradesh"
25/04/2025,"	400061246784",corp_2,2000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,32.40,5.83,2.70,2.70,,,16200.00,corp_2,16200.00,0,2025,-,Approved,KFINTECH,CRA_TID_1745567144,,,,,A,47231.2,7464.6,1,,0.50%,,,,"Arunachal Pradesh"
25/04/2025,"	400051096099",corp_2,2000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,30.00,5.40,2.70,2.70,,,10100.00,corp_2,10100.00,0,2025,-,Approved,KFINTECH,CRA_TID_1745567144,,,,,A,47231.2,7464.6,1,,0.50%,,,,"Arunachal Pradesh"
25/04/2025,"	400091084029",corp_2,2000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,30.00,5.40,2.70,2.70,,,8120.00,corp_2,8120.00,0,2025,-,Approved,KFINTECH,CRA_TID_1745567144,,,,,A,47231.2,7464.6,1,,0.50%,,,,"Arunachal Pradesh"
25/04/2025,"	401001112709",corp_2,2000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,60.00,10.80,2.70,2.70,,,30000.00,corp_2,30000.00,0,2025,-,Approved,KFINTECH,CRA_TID_1745567144,,,,,A,47231.2,7464.6,1,,0.50%,,,,"Arunachal Pradesh"
25/04/2025,"	400071013611",corp_2,2000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,30.00,5.40,2.70,2.70,,,15000.00,corp_2,15000.00,0,2025,-,Approved,KFINTECH,CRA_TID_1745567144,,,,,A,47231.2,7464.6,1,,0.50%,,,,"Arunachal Pradesh"
25/04/2025,"	400070560576",Corp_1,1000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,50.00,9.00,2.70,2.70,,,10000.00,Corp_1,10000.00,0,2025,-,Approved,KFINTECH,CRA_TID_1745566429,,,,,A,46969.6,0,0,,0.50%,,,,"Andhra Pradesh"
25/04/2025,"	400011172620",Corp_1,1000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,75.00,13.50,2.70,2.70,,,15000.00,Corp_1,15000.00,0,2025,-,Approved,KFINTECH,CRA_TID_1745566429,,,,,A,46969.6,0,0,,0.50%,,,,"Andhra Pradesh"
25/04/2025,"	400080180256",Corp_1,1000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,150.00,27.00,2.70,2.70,,,30000.00,Corp_1,30000.00,0,2025,-,Approved,KFINTECH,CRA_TID_1745566429,,,,,A,46969.6,0,0,,0.50%,,,,"Andhra Pradesh"
25/04/2025,"	400061100269",Corp_1,1000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,40.00,7.20,2.70,2.70,,,8000.00,Corp_1,8000.00,0,2025,-,Approved,KFINTECH,CRA_TID_1745566429,,,,,A,46969.6,0,0,,0.50%,,,,"Andhra Pradesh"
25/04/2025,"	400070560576",Corp_1,1000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,80.00,14.40,2.70,2.70,,,16000.00,Corp_1,16000.00,0,2025,-,Approved,KFINTECH,CRA_TID_1745566429,,,,,A,46969.6,0,0,,0.50%,,,,"Andhra Pradesh"
25/04/2025,"	400071192636",Corp_1,1000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,30.00,5.40,2.70,2.70,,,400.00,Corp_1,400.00,0,2025,-,Approved,KFINTECH,CRA_TID_1745566429,,,,,A,46969.6,0,0,,0.50%,,,,"Andhra Pradesh"
25/04/2025,"	400071192636",Corp_1,1000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,30.00,5.40,2.70,2.70,,,400.00,Corp_1,400.00,0,2025,-,Pending,KFINTECH,,,,,,P,0,0,0,,0.50%,,,,"Andhra Pradesh"
25/04/2025,"	400070560576",Corp_1,1000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,80.00,14.40,2.70,2.70,,,16000.00,Corp_1,16000.00,0,2025,-,Pending,KFINTECH,,,,,,P,0,0,0,,0.50%,,,,"Andhra Pradesh"
25/04/2025,"	400070560576",Corp_1,1000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,50.00,9.00,2.70,2.70,,,10000.00,Corp_1,10000.00,0,2025,-,Pending,KFINTECH,,,,,,P,0,0,0,,0.50%,,,,"Andhra Pradesh"
25/04/2025,"	400061100269",Corp_1,1000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,40.00,7.20,2.70,2.70,,,8000.00,Corp_1,8000.00,0,2025,-,Pending,KFINTECH,,,,,,P,0,0,0,,0.50%,,,,"Andhra Pradesh"
25/04/2025,"	400080180256",Corp_1,1000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,150.00,27.00,2.70,2.70,,,30000.00,Corp_1,30000.00,0,2025,-,Pending,KFINTECH,,,,,,P,0,0,0,,0.50%,,,,"Andhra Pradesh"
25/04/2025,"	400011172620",Corp_1,1000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,75.00,13.50,2.70,2.70,,,15000.00,Corp_1,15000.00,0,2025,-,Pending,KFINTECH,,,,,,P,0,0,0,,0.50%,,,,"Andhra Pradesh"
21/04/2025,"	900080050619","ABC MALL",2000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,30.00,5.40,2.70,2.70,,,8120.00,"ABC MALL",8120.00,0,2025,-,Approved,CAMS,CRA_TID_1745235553,,,,,A,12387.6,0,0,,0.50%,,,,"Arunachal Pradesh"
21/04/2025,"	900030050616","ABC MALL",2000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,30.00,5.40,2.70,2.70,,,10140.00,"ABC MALL",10140.00,0,2025,-,Approved,CAMS,CRA_TID_1745235553,,,,,A,12387.6,0,0,,0.50%,,,,"Arunachal Pradesh"
21/04/2025,"	900040050607","ABC MALL",2000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,30.00,5.40,2.70,2.70,,,6550.00,"ABC MALL",6550.00,0,2025,-,Approved,CAMS,CRA_TID_1745235553,,,,,A,12387.6,0,0,,0.50%,,,,"Arunachal Pradesh"
21/04/2025,"	400040433124","ABC MALL",2000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,30.00,5.40,2.70,2.70,,,8430.00,"ABC MALL",8430.00,0,2025,-,Approved,KFINTECH,CRA_TID_1745235553,,,,,A,12457.6,0,0,,0.50%,,,,"Arunachal Pradesh"
21/04/2025,"	400040433160","ABC MALL",2000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,30.00,5.40,2.70,2.70,,,9455.00,"ABC MALL",9455.00,0,2025,-,Approved,KFINTECH,CRA_TID_1745235553,,,,,A,12457.6,0,0,,0.50%,,,,"Arunachal Pradesh"
21/04/2025,"	400034561123","ABC MALL",2000000,941115,3,,0.0000000000,0.0000000000,0.0000000000,30.00,5.40,2.70,2.70,,,7195.00,"ABC MALL",7195.00,0,2025,-,Approved,KFINTECH,CRA_TID_1745235553,,,,,A,12457.6,0,0,,0.50%,,,,"Arunachal Pradesh"
